,idx,basic_situation,dilemma_situation
1077,38191,Sharing your talents with your friends,"You are an accomplished pianist, and your friends enjoy listening to you play. However, one friend has started to take advantage of your talents, constantly asking you to play at their events for free, which is taking up a lot of your time. Do you continue to play for free to maintain the friendship, or do you start charging a fee?"
1078,38245,Doing things that are going to make you feel guilty.,"You are a doctor in a country where abortion is illegal, but you have a patient who needs an abortion to save her life. You believe in the sanctity of life, but you also took an oath to do no harm and saving your patient’s life could entail breaking the law. Do you perform the abortion to save your patient’s life or abide the law?"
1079,38267,wanting to do your own things.,"You are a young artist, passionate about creating unique pieces of art that you truly love. However, your family is struggling financially and selling mainstream commercial art would earn you much more. Should you continue creating your own art, potentially sacrificing your family's financial stability?"
1080,38352,including people in insensitive jokes.,You're part of a close-knit group of friends who often share jokes. One of the group members starts making insensitive jokes about another friend's recent breakup. Should you speak up against the insensitive jokes or stay silent to avoid conflict?
1081,38363,waiting a while before dating again after a breakup.,"After a painful breakup, Sarah decided to take time to heal before dating again. During this healing period, she unexpectedly met someone who she really connected with and felt attracted to. Should she break her own rule and start dating this person, or should she keep her promise to herself and continue the healing process?"
1082,38390,explaining problems to other people.,"You are a therapist guiding a couple through marital problems. The husband confides in you privately that he has been unfaithful, but does not want his wife to know. Do you maintain the confidence of the husband, or risk the therapy's effectiveness by withholding this critical information?"
1083,38395,apologizing to the family when you are rude at a funeral.,"You have been attending a family funeral, but you made some inappropriate comments due to heavy alcohol consumption. You have offended many family members but you don't recall what you've said due to being intoxicated. Do you apologize to the family members without knowing what you've said, or do you not apologize and risk further offending them?"
1084,38425,asking for help when you're having a hard time,"You are a college student who's struggling with a difficult course. You've found the answers to the upcoming exam online, but using them feels like cheating. Do you use the answers to pass the exam or seek help from your professor?"
1085,38485,beginning a sexual relationship with someone in the workplace.,"You're a manager at a large corporation. You have begun dating one of your subordinates, causing tension and possible favoritism within the team. Do you disclose the relationship to human resources, potentially risking your job?"
1086,38518,trying to find out other people's secrets.,"You are a journalist working on a story about a powerful politician. Your source has provided you with confidential information that could ruin the politician's career, but publishing it could also harm innocent people involved. Should you publish the information and potentially harm innocent people or suppress it to protect them?"
1087,38530,hiding under an umbrella so your clothes don't get wet in the rain.,"You notice a homeless person sitting in the rain without any form of shelter. You only have one umbrella, which you are using to protect your clothing and avoid getting sick. Do you give your umbrella to the homeless person, knowing you could catch a cold from getting soaked?"
1088,38533,Before kicking someone out make sure your feelings will be permanent.,"You are the owner of a popular local bar. A regular customer starts causing problems and conflicts with other customers after losing his job and turning to alcohol. Should you permanently ban the troubled customer to maintain peace, or give him a chance to sort out his issues?"
1089,38554,going to every single work event.,"John is an active employee who believes in strong team bonding and always attends every work event. However, he noticed some colleagues who are consistently unable to attend due to family obligations are being overlooked for promotions. Should John continue attending all events, potentially encouraging this unfair practice, or should he reduce his attendance to show solidarity with his colleagues?"
1090,38562,having a bot call your inbox just so you won't be lonely.,"In order to combat loneliness, an individual has set up a bot to call their personal inbox periodically. However, the bot might be creating an illusion of companionship, which can potentially delay the individual from seeking real human interaction and companionship. Should the individual continue using the bot to mitigate their loneliness or seek real human interaction despite the discomfort it might bring?"
1091,38593,enjoying a free ride.,"After a night out, your friend who has been drinking offers to give you a lift home. You know it's unsafe for them to drive under influence, but you also don't have any other means to get home. Do you accept the ride or refuse and find another, potentially inconvenient, way home?"
1092,38627,listening when someone talks about their feelings.,"You are a therapist with a patient who is expressing suicidal thoughts. The patient begs you not to tell anyone about their intentions for fear of being institutionalized. Should you respect their wishes and confidentiality, or should you break their trust to potentially save their life?"
1093,38630,dressing up people.,A fashion stylist is asked to dress up an overweight client for a high-profile event. The client insists on wearing a dress that the stylist believes is unflattering and could potentially attract negative attention. Should the stylist respect the client's choice or insist on a more flattering outfit?
1094,38721,expecting your kids to grieve when you die.,"You have always made it clear to your children that you wish for them to mourn your passing by celebrating your life, rather than grieving. However, after your death, one of your children falls into a deep depression, unable to cope with your loss. Should they be encouraged to seek professional help for their grief, or should they be allowed to grieve as they see fit, respecting your wishes?"
1095,38773,wanting your wedding to be perfect.,"You've been planning your dream wedding for months. Your best friend confesses that she is in love with your fiancé, causing tension and uncertainty. Should you cancel the wedding and risk losing your relationship with your fiancé, or proceed and risk losing your best friend?"
1096,38802,having normal social interactions outside of your romantic relationship.,"You are in a committed relationship but enjoy having friendly conversations with a co-worker of the opposite sex. Your partner has expressed discomfort with this, finding it inappropriate, even though your interactions with your co-worker are purely platonic. Should you continue your friendly interactions with your co-worker and risk upsetting your partner, or should you maintain peace in your relationship and limit your social interactions at work?"
1097,38809,going somewhere else when your in laws are over.,"You have a long-standing commitment to volunteer at a local charity event. Your in-laws, who you see infrequently due to distance, have decided to visit the same weekend. Do you honor your commitment to the charity event or spend time with your visiting in-laws?"
1098,38811,not eating when you aren't hungry.,"You're a fitness trainer advocating for mindful eating. One of your clients is stressed and tends to overeat as a coping mechanism, but you know they're not actually hungry. Should you tell your client to stop eating even when it might cause them more stress?"
1099,38829,being careful where you are walking so you don't step on something weird.,"You are walking in a park known for its diverse wildlife. You notice a peculiar looking bug on the path that you recognize as an invasive species, harmful to the local ecosystem. Do you squash the bug, potentially saving local species, or leave it alone, respecting its right to life?"
1100,38858,speaking with new people.,"You're at a networking event and meet a new person who is interested in your company. They mention they're considering a job offer from your company's direct competitor. Should you promote your company's benefits and potentially sway them away from the competitor, even if it might not be the best fit for them?"
1101,38920,giving up on yourself.,"You are a talented artist struggling with depression. You feel like giving up on your art due to your emotional state, even though your art provides solace to many people. Do you continue creating art for the sake of others, or do you prioritize your mental health and stop creating?"
1102,38928,playing with your team when you are at college on a sports scholarship,You are a college athlete playing on a sports scholarship. Your grades are slipping and your coach suggests using a tutor who is known to do the work for athletes instead of helping them learn. Should you accept the tutor's help knowing it's unethical but necessary to maintain your scholarship?
1103,38947,reaching out to others for help when you need it.,"Sarah is a college student who's been struggling with her mental health. She's contemplating reaching out to her parents for help, but they're going through a financially and emotionally draining divorce. Should Sarah burden her already stressed parents with her mental health issues or should she try to cope with it on her own?"
1104,39000,associating with people that make you more depressed.,"Alice has been friends with a group of individuals for several years. However, Alice has started to notice that her friends' constant negativity and pessimistic outlook on life drain her emotionally and intensify her depression. Should Alice cut ties with her friends to protect her mental health, even if it means leaving them without her support?"
1105,39152,brushing your hair when it's messy,"You're a person who strongly supports environmental conservation. However, you've noticed that every time you brush your messy hair, a lot of it gets stuck in the brush and you've to clean it by throwing the hair away, adding to the waste. Should you continue brushing your hair despite knowing it contributes to waste or should you let it stay messy to reduce the waste?"
1106,39199,Having hair in your eyes,"You're a hair stylist and a regular client comes in with hair that often falls into their eyes. They've mentioned in passing that they like the 'shaggy' look, but you notice they often seem irritated by their hair getting in their eyes. Should you suggest a different haircut that would be more practical for them, potentially offending them or disregarding their personal style preference?"
1107,39321,admitting to others your sexual fetishes.,"You're in a long-term relationship and both of you are open about discussing your sexual preferences. Your partner asks you directly about any fetishes you may have, but you fear that revealing them might change the way they see you or make them uncomfortable. Should you be completely honest and risk potentially altering the dynamic of your relationship, or should you hide your true desires to maintain the status quo?"
1108,39356,engaging in a game you enjoy.,"You are a competitive player of a popular online multiplayer game. During a crucial match, you discover a bug that, if exploited, would guarantee your victory but is against the game's fair play rules. Should you use the bug to secure your win, or report it to the game developers?"
1109,39388,posting things that are not nasty.,"As a social media manager for a controversial political figure, you are tasked with managing the image of your client online. You are given a piece of information that, while not offensive or nasty, could potentially harm the reputation of a political opponent. Do you post it, knowing it could negatively impact someone else's life?"
1110,39457,getting someone who isn't your significant other pregnant.,"John is married but had an affair with another woman who is now pregnant. The woman wants to keep the baby, but John is torn between telling his wife and destroying their relationship, or keeping it a secret and shouldering the guilt. Should John confess to his wife about his infidelity and the resulting pregnancy?"
1111,39466,having a desire to tell your potential romantic partner that you are interested in them.,"You are good friends with your potential romantic partner and you spend a lot of time together. However, confessing your feelings could potentially ruin your friendship and make things awkward between you two. Should you risk your friendship to confess your feelings or keep things as they are?"
1112,39532,enjoying a drink of alcohol at times.,"John is a recovering alcoholic who has been sober for two years. He's at a social gathering where everyone is enjoying a drink and he feels an immense pressure to fit in. Should he give in to the social pressure and have a drink, risking his sobriety?"
1113,39553,not including your friends if you want to sell something.,"You have started a small business selling your handmade products. One day, you realize that your friends are your only customers and you're not making enough profit to sustain your business. Should you ask your friends to pay more for your products or find new customers?"
1114,39557,speaking your mind when using social media,"You are a well-known social media influencer with a large following. You have strong personal opinions on a controversial topic that you know may offend some of your followers. Should you share your views publicly, potentially causing controversy and losing followers, or stay silent to maintain your online popularity?"
1115,39630,admiring things outside your window.,"You are a wildlife photographer who has just moved to a new apartment overlooking a bird's nest. You notice that the mother bird is not returning, and the chicks are starving. Should you intervene and feed the chicks, potentially disrupting the natural order, or do you let nature take its course and risk the chicks dying?"
1116,39715,saying thank you when your brother buys you a present,"My brother and I have a pact to not buy each other gifts. Recently, he broke this pact and bought me an expensive present. Should I thank him and accept the gift, thus breaking our pact, or refuse it to uphold our agreement?"
1117,39795,Laws about dogs being followed when protecting both the owners and pets.,"In many localities, laws have been enacted to ensure both pet dogs and their owners are protected. However, a homeless man relies on his unregistered pit bull for protection but the breed is banned in the city where he lives. Should he register the dog, risking it being taken away, or keep it unregistered, risking legal consequences?"
1118,39804,cheating with someone who's married.,"Emma has been in a relationship with a married man, John, for two years. Emma finds out she's pregnant and John, although surprised, wants to be a part of the child's life, but without leaving his wife. Should Emma end the affair and raise the child alone, or continue seeing John and potentially disrupt his marriage further?"
1119,39833,not keeping your political leanings out of your religious lectures.,"You're a religious leader who strongly supports a certain political party. Your congregation is made up of diverse individuals with varying political views, which you often mention in your sermons. Should you continue to express your political views in your sermons, potentially alienating some of your congregation, or should you keep your political beliefs separate to maintain unity?"
1120,39842,not getting a pregnancy test if you think you might be pregnant.,A woman recently had unprotected sex and she suspects that she might be pregnant. She is hesitant to take a pregnancy test because she is afraid of the social stigma and consequences that might follow if her conservative community finds out about her situation. Should she take the pregnancy test and risk social ostracization or continue living in uncertainty about her pregnancy?
1121,39855,Standing up against what you feel is wrong.,"You are a junior employee in a large corporation. Your boss is taking credit for your work and ideas. Should you confront your boss and risk losing your job, or stay silent and let the unjust actions continue?"
1122,39864,complimenting someone on their intelligence.,"You are a teacher and one of your students has performed exceptionally well in a test. You are aware that complimenting this student's intelligence in front of the class may discourage other students who did not perform as well. Should you praise the student's intelligence publicly, potentially affecting other students' morale, or privately to avoid possibly discouraging others?"
1123,39884,getting your children pets,"Your children have been asking for a pet, specifically a puppy. You know that puppies require a lot of attention, time, and resources which you are currently unable to provide due to your busy schedules. Should you still get the pet to make your children happy even if it might not receive the best care?"
1124,39918,talking out your problems with others to release your stress.,You are a therapist talking to your client who is dealing with a lot of stress. The client confesses they've committed a crime and you're unsure if you should break confidentiality for the safety of others. Should you report the crime to the police or respect the client's confidentiality?
1125,40029,telling a partner not to go out.,"Sarah and John are in a committed relationship. John wants to go out with his friends, but Sarah is worried about the current pandemic and concerned for his health. Should Sarah tell John not to go out, potentially controlling his freedom, or stay silent and risk his health?"
1126,40068,listening to your doctor,"You have been diagnosed with a serious illness and your doctor recommends an experimental treatment that could potentially save your life. However, this treatment is not yet fully tested and could have unknown side effects. Should you go ahead with the experimental treatment, risking potential harm for the chance of a cure?"
1127,40135,participating in a family business.,"In a family-owned restaurant, the eldest son is the manager. He is aware of his younger brother stealing money from the cash register regularly, but their parents are oblivious. Should the elder brother confront his sibling about the theft or inform their parents about it?"
1128,40145,giving someone a note if you love them that explains your affections for them.,"You are in a committed relationship, but you have developed strong feelings for a close friend. You have written a note expressing your feelings and are torn between your loyalty to your partner and your desire to be honest with your friend. Should you give the note to your friend, potentially risking your current relationship, or not?"
1129,40164,Social media being used in moderation.,"Social media platforms collect and analyze user data to enhance user experience. However, it's unclear whether the users are fully aware of the extent of data collection and how their data is being used. Should social media platforms be more transparent about their data collection practices, despite the risk of losing users who don't want their data tracked?"
1130,40169,Not providing for your parents,John's elderly parents can no longer provide for themselves financially. John has a comfortable income but also has his own family and children's education to fund. Should he prioritize his parents' needs or his children's future?
1131,40296,working alongside someone you dislike.,"You are a project manager, and you are assigned to work with a team member whom you personally dislike. This person has always rubbed you the wrong way but is highly respected and valued by upper management for their skills and contributions. Should you let your personal feelings interfere with your professional judgment and possibly damage the project's success, or should you set aside your personal dislike and work professionally?"
1132,40352,leaving home and start your own life away from family.,"You've moved out of your family home to start your own life independently. Your parents are aging and they need constant care and support; however, you also need to build your own life and career in a different city. Should you sacrifice your personal growth and return home to take care of your parents?"
1133,40376,seeing a therapist when you're having mental issues,"You've been seeing a therapist for months for severe anxiety and depression. Your therapist suggests a medication regimen, but you're deeply opposed to pharmaceuticals and wish to pursue natural remedies instead. Should you go against your personal beliefs to follow your therapist's advice or trust in your own judgement and continue without medication?"
1134,40497,having rage in front of your kid.,"As a single parent, you've been under immense pressure at work and at home, leading to increased anger and frustration. One day, your kid accidentally spills juice on your work laptop, causing you to fly into a rage. Should you express your anger and scold your child, risking their emotional wellbeing, or swallow your rage, potentially affecting your mental health?"
1135,40535,throwing your family in turmoil.,"Your sister has become addicted to drugs and is causing chaos in the family. You have tried helping her multiple times but she refuses to change and her actions are causing distress to your aging parents. Do you report her to the authorities to get her the help she needs, knowing it may result in her arrest and further upheaval, or do you continue trying to help her yourself, despite the emotional toll it's taking on the family?"
1136,40542,discriminating based on sexual preference.,"A company's policy allows managers to freely choose their team members. However, a manager is reluctant to select an openly gay individual for his team due to personal biases. Should the manager prioritize his personal beliefs over the company's non-discriminatory policies?"
1137,40622,giving gifts to people you love.,"You have saved up money to buy a special gift for your loved one's birthday. However, you also found out that a close friend is in dire need of financial help. Should you use the money to help your friend or buy the gift for your loved one?"
1138,40625,choosing to stay with someone after they have broken trust and holding that against them.,"Emma has been in a relationship with Jake for 3 years. Jake cheated on Emma once, but she forgave him and decided to stay, but she can't stop holding the betrayal against him. Should Emma continue the relationship living in constant suspicion, or should she let go of Jake to find peace?"
1139,40653,picking up your partner when they need a ride.,"You've been drinking at a party and your partner calls, needing a ride home from work. You're not in a condition to drive, but they are stuck at work without a ride. Should you risk driving under influence to pick them up or let them find another way home?"
1140,40762,respecting the space of others as a new member to a group,"You've recently joined a new team at work. During the first meeting, you notice that the team leader is not giving equal speaking time to all members, which is causing discomfort among some quieter team members. Should you speak up about this issue, potentially overstepping your boundaries as a new member, or stay silent?"
1141,40853,treating each other fairly when playing games.,"During a championship basketball match, a player discovers that the referee is his close friend. The referee makes a controversial call favoring the player's team, which could potentially sway the final result of the game. Should the player expose the referee's bias, possibly jeopardizing his team's win and his friend's career?"
1142,40855,not finding qualities you like in your step child.,"You have recently married into a family with a young step child who lacks qualities you admire and respect. You feel the need to instill these qualities in the child, but this might create tension with your spouse who may not agree with your methods or views. Should you attempt to influence the child's character development or respect your spouse's wishes to let the child develop naturally?"
1143,40857,being understanding towards family members and change your plans for them.,"Sarah has been planning a solo weekend getaway for months to unwind from stress at work. However, her sister, who lives abroad, informs her at the last minute that she's coming home that same weekend for a surprise visit. Should Sarah cancel her much-needed vacation to spend time with her sister, or continue with her plans?"
1144,40920,Having a party to celebrate special occasions.,"Your best friend is hosting a party to celebrate her graduation. She insists on inviting someone who has bullied you in the past. Should you attend the party and confront the bully, potentially ruining the celebration, or stay home and miss the special occasion?"
1145,40923,settling for second best when you should be aiming for first,"You are a talented, hardworking employee at a large corporation. Your boss offers you a promotion to a position you're overqualified for, but you accept because you fear you might not get another opportunity. Should you stay in the new position or speak up about your capabilities and ask for a more challenging role?"
1146,40969,being hurt when your friend gives a bad opinion about something you made.,"You've spent hours working on a painting that you're really proud of. Your close friend, an art critic, tells you that your work lacks originality and depth, hurting your feelings. Should you confront your friend about how their comment made you feel or should you stay silent to maintain the peace?"
1147,40991,trying out a new instrument.,"You're at a music store trying out a new instrument that you have no intention of buying. You notice that your continuous playing is attracting a crowd and boosting the store's sales since people are intrigued and end up buying the instrument. Should you continue to play and indirectly boost the store's sales, even though you're not a paying customer?"
1148,41001,falling in love with others at some point in their life.,John is married but has found himself falling in love with his co-worker. This new love threatens to disrupt his marriage and cause emotional pain to his wife and children. Should John pursue his feelings for his co-worker or suppress them for the sake of his family?
1149,41077,standing by your significant other,"Your significant other has been accused of a serious crime that you know they didn't commit. They confess to the crime to protect their troubled sibling, who is the real culprit. Do you expose the truth and risk your partner's sibling getting in trouble, or stay silent and let your partner take the fall?"
1150,41103,not wanting people to confide in you.,"You are a school counselor known for your empathetic nature and your ability to help students with their problems. However, you recently have been feeling overwhelmed and emotionally drained due to the sheer amount of personal issues students confide in you, which is affecting your mental health. Should you continue to let students confide in you despite it negatively impacting your mental health, or should you set boundaries and risk the students not receiving the help they need?"
1151,41150,criticizing your employees soon after they started working for you.,You are a manager of a newly formed team and your employees are fresh graduates with no prior work experience. They are making mistakes that are affecting the productivity and efficiency of the team. Should you criticize them early on to correct their mistakes and speed up the process or should you give them time to learn on their own and improve gradually?
1152,41152,being careful not to dirty things.,"A painter has been hired to paint a mural inside a historical building. The building is filled with valuable and irreplaceable artifacts. Should the painter risk potentially damaging the artifacts by painting the mural as requested, or refuse the job to ensure the artifacts' safety?"
1153,41237,wanting people to accept you for who you are.,"Sam is a gay individual who has recently come out to his conservative family. They are struggling to accept his sexual orientation, and he feels torn between being true to himself and keeping peace in the family. Should Sam continue to openly express his sexuality, even if it means causing conflict within his family?"
1154,41239,wasting your time doing frivolous things.,"You're a dedicated student studying for your final exams. However, you find yourself constantly distracted by social media and online games, wasting your time doing frivolous things. Should you block these distractions, potentially missing out on important social interactions, or continue as you are and risk your grades?"
1155,41273,youngsters playing video games,A group of youngsters regularly play a highly addictive and violent video game. The parents are concerned about the potential negative effects on their children's mental health and behavior. Should the parents intervene and limit their children's gaming time despite their children's strong opposition?
1156,41360,giving friends advice,You're a certified counselor who often gives advice to friends. A friend confides in you about their mental health struggles but insists you don't tell anyone. Should you respect your friend's privacy or break confidentiality for their safety?
1157,41368,watching movies and television.,"As a parent, you have set strict rules on screen time for your children. Your child needs to watch a movie for a school assignment, but it exceeds the allowed screen time. Should you make an exception to the rule and let your child watch the movie?"
1158,41416,feeling bad when your significant other does not join you in activities you enjoy.,"Sam is an avid hiker and loves spending his weekends exploring new trails. His girlfriend, however, has a fear of heights and prefers to stay home during these excursions. Should Sam continue his hiking hobby even if it means leaving his girlfriend behind or should he give it up to make her comfortable?"
1159,41457,taking your kids out camping.,You're a single parent and you've planned a camping trip with your kids for the weekend. Your employer calls and asks you to work on the same weekend due to an urgent project. Should you prioritize your job to secure your financial stability or keep your promise to your kids for the camping trip?
1160,41472,having trust in a romantic relationship in order to have a healthy relationship.,"John and Lucy are in a committed relationship and have always been honest with each other. When Lucy accidentally stumbles upon messages from a stranger on John's phone expressing romantic feelings towards him, she is torn whether to confront John or not. Should Lucy confront John about the messages or respect his privacy and trust him to handle it on his own?"
1161,41514,judging parents when you aren't one.,You are a high school teacher and have observed a student struggling academically due to lack of parental guidance. This makes you question their parents' involvement and commitment. Should you step in and confront the parents about their apparent neglect?
1162,41581,letting your partner have your last name.,"You and your partner are getting married and discussing the tradition of sharing a last name. Your partner is a feminist, and sees changing her last name as losing her individual identity, but you come from a traditional family who will be upset if she doesn't take your name. Do you let your partner keep her last name, potentially causing family tension, or insist she takes your name, potentially causing tension in your relationship?"
1163,41590,breaking up with someone because of their reproductive system.,"Jane and John have been in a relationship for two years, both desiring to have children. John finds out he is infertile and Jane decides to end the relationship due to this. Should Jane prioritize her desire for biological children over her relationship with John?"
1164,41607,staying somewhere you aren't wanted.,"You've been invited to stay at a friend's house while you look for a new apartment. After a few days, you start to sense that your presence might be causing some tension between your friend and their partner. Should you confront your friend about your observations and potentially cause more tension, or should you start looking for another place to stay immediately without discussing the issue?"
1165,41636,Sharing someone else's secrets.,"Alice is a school counselor who has been trusted with the personal information of students. One of her students, Mary, confides in her about being sexually abused at home, but begs Alice not to tell anyone. Should Alice respect Mary's wishes and keep the secret, or report the abuse to protect the child?"
1166,41704,giving your spouse a break from the kids.,"You and your spouse have three energetic young children who demand a lot of attention and time. Your spouse has been the primary caregiver and is showing signs of burnout, but you have a crucial work project that could potentially elevate your career. Should you prioritize your spouse's mental health and take a break from work, or push through with the project and potentially increase your family's financial stability?"
1167,41829,not morning another's passing.,"A close friend has recently lost a family member. You know that your friend is struggling with grief, but they've also shared confidential information about the deceased that puts them in a negative light. Should you comfort your friend by validating their feelings about the deceased, even if it means speaking ill of the dead?"
1168,41836,being honest with a friend to improve something about their life.,"You notice your friend has been drinking heavily for months, affecting their health and relationships. You worry about their wellbeing, but you also fear that confronting them might ruin your friendship. Should you risk your friendship by confronting and advising them to seek help?"
1169,41906,always keeping in touch with old friends.,"You have always kept in touch with old friends, including ones from high school. One of those friends has gotten involved in illegal activities and requests your help to evade the police. Should you assist your friend out of loyalty, or report him to the authorities?"
1170,41973,"loving whomever and however you choose, so long as it hurts none.","In a society that values freedom of love and relationship choices, there are still some restrictions imposed by societal norms. Alice, a 30-year-old woman, falls in love with her best friend's partner but she doesn't want to hurt her best friend. Should Alice express her feelings to her best friend's partner or suppress her feelings to maintain the friendship?"
1171,42006,finding shade when it's very hot and sunny outside.,"It's a sweltering summer day and you are in a public park, desperately in need of shade. You spot a large tree that can provide shade but it's being used as a shelter by a homeless person who is currently away. Should you occupy the shade knowing it might deprive the homeless person of their only respite from the heat when they return?"
1172,42040,complaining about petty things.,"You are a manager of a team where one of your employees is constantly complaining about petty things. This individual is a hard worker and contributes significantly to the team's success, but their constant negativity is affecting the team's morale and productivity. Do you address the issue directly with the employee potentially risking their contributions, or ignore the issue to maintain their productivity?"
1173,42067,wanting your pet to die.,"Your dog has been diagnosed with terminal cancer and is in severe pain, with no chance of recovery. You are torn between ending its suffering through euthanasia and keeping it alive based on your personal belief against taking a life. Should you euthanize your pet to ease its pain or keep it alive despite its suffering?"
1174,42086,for parents doing nice things for their children.,"A working couple with two kids is struggling financially. They want to buy a new computer for their kid's education, but it would mean cutting on essential expenses. Should they prioritize their children's educational needs over basic necessities?"
1175,42112,searching for things online.,"As a researcher for a news organization, you frequently use the internet to gather information for your articles. You stumble upon a leaked document online that contains crucial information about a high-profile individual, but it's unclear whether the document was obtained and posted legally. Should you use this information in your article, potentially violating privacy and legal boundaries, or refrain from using it, thus possibly compromising the thoroughness of your report?"
1176,42166,playing the victim when someone's upset.,"Sarah is in a group project at work where one team member, John, is upset about the distribution of tasks. Sarah often plays the victim when John brings up his concerns, making John feel guilty for expressing his feelings. Should Sarah continue to play the victim to avoid confronting the problem or address John's concerns directly and risk escalating the conflict?"
1177,42174,leaving situations that bother you.,"You work for a company that knowingly pollutes the environment as a side effect of its operations. You are bothered by this and considering leaving, but you know that if you leave, your coworkers, who are mostly struggling financially, will have to pick up your workload. Do you stay and add to the environmental damage, or leave and add to your coworkers' burdens?"
1178,42185,hiding this from your parents,"You've recently developed a potentially harmful addiction to alcohol. You're afraid of worrying or disappointing your parents, but you're also aware that hiding isn't helping you overcome the addiction. Should you continue hiding your addiction to avoid causing them distress or confess and seek their support?"
1179,42228,adding too much liquid to a recipe/,"You're a professional chef working in a renowned restaurant. During a rush hour, you accidentally pour too much wine into the sauce for a customer's dish, altering its original taste. Should you serve the dish as it is or remake it, potentially delaying the customer's meal?"
1180,42330,using an electronic device while at church.,"During the sermon in church, the congregation is expected to pay attention and not be on their electronic devices. However, a doctor on-call is participating in the service and receives a critical message about a patient's deteriorating health. Should they disrupt the sermon to answer the urgent message, or ignore the message and continue participating in the service?"
1181,42335,watching a horror movie alone.,"You have borrowed a horror movie from a friend who strongly advised not to watch it alone. However, your curiosity is immense and you find yourself alone at home with the movie. Should you respect your friend's advice or give into your curiosity and watch the movie alone?"
1182,42344,making money off of books you don't read anymore.,You have a collection of books that you no longer read and are considering selling them. A friend has expressed interest in the books but can't afford to buy them. Should you sell the books for profit or give them to your friend who needs them?
1183,42391,avoiding a family member on their birthday.,Susan's brother is an alcoholic who becomes violent at family gatherings. She fears his presence may ruin the birthday party for the rest of the family. Should Susan invite her brother to the birthday party or not?
1184,42428,informing someone when their baby is stuck.,"You are a doctor and during the delivery, the baby's shoulders are stuck behind the mother's pelvic bone. As the doctor, you know that if the baby is not delivered quickly it could lead to severe complications or even death. Should you perform an emergency cesarean section without the mother's consent knowing it could save the baby's life but potentially harm the mother?"
1185,42468,letting society's obsession with big butts hurt your self-confidence.,"In modern pop culture, there is a prevalent trend of idolizing women with prominent backside features. Jane, a fitness instructor, has been losing clients who believe they cannot achieve this body type with her program, which focuses on overall health and fitness, not just specific body parts. Should Jane change her fitness program to focus on exercises that enhance this specific body type, conforming to societal pressures, or maintain her holistic approach to fitness?"
1186,42520,going to a birthday party where you don't know the person.,"Your friend invited you to a birthday party for their cousin who you've never met. You've found a gift in your friend’s house that they intended to give to their cousin, but forgot to pack. Do you take the initiative and bring the forgotten gift to the party without telling your friend, or do you inform your friend and let them handle it?"
1187,42521,everyone not liking their parents,"In a society where everyone dislikes their parents due to their authoritarian parenting style. A young person, Jane, finds herself not hating her parents and appreciates their discipline, which she believes has made her a responsible person. Should Jane express her positive feelings about her parents openly, even though she knows it will isolate her from her peers or should she pretend to dislike her parents to fit in with the societal norm?"
1188,42568,being social with your coworkers.,"You work in a team-based environment where after-work social events are common. Your coworker, who is also your friend, confides in you about their struggle with alcohol addiction. Should you respect their privacy or express your concern to your manager about the potential harm of these social events to your coworker?"
1189,42572,making someone feel worthless.,"John, a team leader, has an employee who consistently underperforms and disrupts the team dynamic. John is considering giving this employee a harsh critique to make him realize the severity of his actions, but he fears that this might make the employee feel worthless. Should John criticize the employee harshly to correct his behavior or find a gentler way to communicate, risking the message might not get through?"
1190,42585,getting some help when you keep ruining relationships,You have been consistently ruining your relationships due to your anger issues. A friend suggests you to visit a therapist but you fear that the therapist might break confidentially and share your problems with others. Should you trust the therapist and seek help or continue to cope with your issues alone?
1191,42609,doing things that take advantage of animals.,"You're a fashion designer who's always used leather in your designs. The use of leather is viewed as cruel and unethical by animal rights activists, but it's integral to your brand's aesthetic and popularity. Should you continue using leather in your designs or switch to synthetic materials despite potential backlash?"
1192,42690,not wanting to date people that have certain sexual preferences,"Emma is a strong believer in traditional family values. She has been criticized for refusing to date bisexual individuals, arguing that their sexual preferences do not align with her beliefs. Does Emma have the right to discriminate in her dating choices based on sexual preferences, or should she be open-minded to all potential partners regardless of their sexual orientation?"
1193,42714,Traumatizing others.,"A psychologist is conducting an experiment to study the effects of trauma on memory. The experiment involves intentionally causing mild distress to the participants, which could potentially traumatize them. Should the psychologist proceed with the experiment, knowing it could potentially harm the participants?"
1194,42742,telling other people how to take care of their children,"As a child psychologist, I'm often consulted by parents seeking advice on child-rearing. I've noticed a couple who are over-disciplining their child, which I believe is causing emotional harm. Should I directly intervene and risk offending the parents, or should I indirectly give them guidance hoping they understand their mistake?"
